STATION,STATION_NAME,DATE,DLY-PRCP-25PCTL,DLY-SNWD-25PCTL,DLY-SNOW-25PCTL,DLY-PRCP-50PCTL,DLY-SNWD-50PCTL,DLY-SNOW-50PCTL,DLY-PRCP-75PCTL,DLY-SNWD-75PCTL,DLY-SNOW-75PCTL,MTD-PRCP-NORMAL,MTD-SNOW-NORMAL,YTD-PRCP-NORMAL,YTD-SNOW-NORMAL,DLY-PRCP-PCTALL-GE001HI,DLY-PRCP-PCTALL-GE010HI,DLY-PRCP-PCTALL-GE050HI,DLY-PRCP-PCTALL-GE100HI,DLY-SNWD-PCTALL-GE001WI,DLY-SNWD-PCTALL-GE010WI,DLY-SNWD-PCTALL-GE003WI,DLY-SNWD-PCTALL-GE005WI,DLY-SNOW-PCTALL-GE001TI,DLY-SNOW-PCTALL-GE010TI,DLY-SNOW-PCTALL-GE100TI,DLY-SNOW-PCTALL-GE030TI,DLY-SNOW-PCTALL-GE050TI,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
string,string,string,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
GHCND:USW00014764,PORTLAND JETPORT ME US,20101119,0.13,-1692,-169.2,0.46,-1692,-169.2,1.4,-1692,-169.2,8.13,1.8,105.41,120.7,373,238,101,42,79,2,40,18,73,38,1,12,6,3.6,-8.6,8.2,-1,-13.6,-14.3,-13.2,-13.2
GHCND:USW00014764,PORTLAND JETPORT ME US,20101120,0.13,-1692,-169.2,0.46,-1692,-169.2,1.4,-1692,-169.2,8.56,1.8,105.84,120.9,374,238,101,42,86,2,44,20,78,40,1,13,6,3.4,-8.6,8,-1.2,-13.6,-14.3,-13.2,-13.2
GHCND:USW00014764,PORTLAND JETPORT ME US,20101121,0.13,-1692,-169.2,0.46,-1692,-169.2,1.37,-1692,-169.2,8.97,2,106.25,121.2,375,238,101,42,93,2,48,22,82,42,1,14,7,3.2,-8.6,7.8,-1.4,-13.5,-14.3,-13.2,-13.2
GHCND:USW00014764,PORTLAND JETPORT ME US,20101122,0.13,-1692,-169.2,0.43,-1692,-169.2,1.37,-1692,-169.2,9.37,2.3,106.65,121.4,375,238,101,42,100,3,52,25,87,45,1,16,7,3.1,-8.6,7.6,-1.6,-13.5,-14.3,-13.2,-13.2
GHCND:USW00014764,PORTLAND JETPORT ME US,20101123,0.13,-1692,-169.2,0.43,-1692,-169.2,1.37,-1692,-169.2,9.78,2.5,107.06,121.7,376,238,100,42,108,4,57,27,91,47,1,17,8,2.8,-8.7,7.4,-1.7,-13.4,-14.3,-13.2,-13.1
GHCND:USW00014764,PORTLAND JETPORT ME US,20101124,0.13,-1692,-169.2,0.43,-1692,-169.2,1.37,-1692,-169.2,10.21,2.8,107.49,121.9,377,238,100,42,115,4,63,30,96,50,1,18,8,2.7,-8.7,7.2,-1.9,-13.4,-14.3,-13.1,-13.1
GHCND:USW00014764,PORTLAND JETPORT ME US,20101125,0.13,5,0.8,0.43,8,2.5,1.35,13,6.4,10.59,3,107.87,122.2,377,238,100,42,124,5,68,34,101,53,2,20,9,2.4,-8.7,7,-2.1,-13.4,-14.3,-13.1,-13.1
GHCND:USW00014764,PORTLAND JETPORT ME US,20101126,0.13,5,0.8,0.43,8,2.5,1.35,13,6.6,11,3.6,108.28,122.4,378,239,100,42,133,6,74,38,106,55,2,21,9,2.3,-8.7,6.8,-2.3,-13.4,-14.3,-13.1,-13.1
GHCND:USW00014764,PORTLAND JETPORT ME US,20101127,0.13,5,0.8,0.43,8,2.5,1.32,13,6.6,11.38,3.8,108.66,122.7,379,239,99,42,142,7,80,42,110,58,2,23,10,2.1,-8.7,6.6,-2.4,-13.3,-14.3,-13.1,-13
GHCND:USW00014764,PORTLAND JETPORT ME US,20101128,0.13,5,0.8,0.43,8,2.5,1.32,13,6.6,11.76,4.1,109.04,123.2,379,239,99,42,151,8,87,46,115,61,2,24,11,1.9,-8.7,6.4,-2.7,-13.3,-14.3,-13,-13
GHCND:USW00014764,PORTLAND JETPORT ME US,20101129,0.13,5,0.8,0.43,8,2.8,1.32,13,6.9,12.14,4.3,109.42,123.4,379,238,98,42,161,9,94,50,119,64,2,26,11,1.7,-8.7,6.2,-2.9,-13.3,-14.3,-13,-12.9
GHCND:USW00014764,PORTLAND JETPORT ME US,20101130,0.1,5,0.8,0.43,8,2.8,1.3,13,6.9,12.52,4.8,109.8,124,379,238,97,42,171,11,101,55,124,66,2,28,12,1.4,-8.7,6,-3.1,-13.3,-14.3,-13,-12.9
GHCND:USW00014764,PORTLAND JETPORT ME US,20101201,0.1,5,0.8,0.43,8,2.8,1.3,13,6.9,0.36,0.5,110.16,124.5,378,237,97,42,182,12,109,60,129,69,2,29,13,1.3,-8.7,5.8,-3.3,-13.2,-14.3,-12.9,-12.9
GHCND:USW00014764,PORTLAND JETPORT ME US,20101202,0.1,5,0.8,0.43,8,2.8,1.27,15,7.1,0.71,1.3,110.52,125.2,378,236,96,42,193,13,117,65,134,72,2,31,14,1.1,-8.7,5.6,-3.5,-13.2,-14.3,-12.9,-12.8
GHCND:USW00014764,PORTLAND JETPORT ME US,20101203,0.1,5,0.8,0.43,8,2.8,1.27,15,7.1,1.07,2,110.87,125.7,378,236,95,42,204,15,125,71,139,75,2,33,14,0.8,-8.7,5.4,-3.7,-13.2,-14.3,-12.9,-12.8
GHCND:USW00014764,PORTLAND JETPORT ME US,20101204,0.1,5,0.8,0.41,8,2.8,1.24,15,7.1,1.42,2.5,111.23,126.5,377,235,94,41,217,17,134,77,144,78,2,35,15,0.7,-8.7,5.2,-3.9,-13.2,-14.3,-12.9,-12.8
GHCND:USW00014764,PORTLAND JETPORT ME US,20101205,0.1,5,0.8,0.41,8,2.8,1.24,15,7.1,1.78,3.3,111.58,127.3,377,234,93,41,229,19,143,83,148,81,2,36,16,0.4,-8.7,5,-4.1,-13.1,-14.3,-12.9,-12.7
GHCND:USW00014764,PORTLAND JETPORT ME US,20101206,0.1,5,0.8,0.41,8,2.8,1.22,15,7.1,2.13,4.3,111.94,128,378,234,93,41,242,21,151,89,153,84,3,38,16,0.2,-8.6,4.8,-4.3,-13.1,-14.3,-12.9,-12.7
GHCND:USW00014764,PORTLAND JETPORT ME US,20101207,0.1,5,0.8,0.41,8,2.8,1.22,15,7.1,2.49,5.1,112.29,129,377,234,92,41,255,23,160,95,158,87,3,39,17,0,-8.6,4.6,-4.6,-13.1,-14.3,-12.8,-12.7
GHCND:USW00014764,PORTLAND JETPORT ME US,20101208,0.1,5,0.8,0.41,8,2.8,1.19,15,7.4,2.84,6.1,112.65,129.8,377,233,91,40,268,25,169,101,162,89,3,41,18,-0.2,-8.6,4.4,-4.8,-13.1,-14.3,-12.8,-12.7
GHCND:USW00014764,PORTLAND JETPORT ME US,20101209,0.1,5,0.8,0.41,8,2.8,1.19,15,7.4,3.2,6.9,113,130.8,377,233,90,40,280,28,178,108,166,92,3,42,19,-0.4,-8.6,4.2,-5,-13,-14.3,-12.8,-12.6
GHCND:USW00014764,PORTLAND JETPORT ME US,20101210,0.1,5,0.8,0.43,10,2.8,1.17,15,7.4,3.56,7.9,113.36,131.8,376,233,89,39,294,31,187,115,170,94,3,44,19,-0.6,-8.6,4,-5.2,-13,-14.3,-12.8,-12.6
GHCND:USW00014764,PORTLAND JETPORT ME US,20101211,0.1,5,0.8,0.43,10,2.8,1.17,15,7.6,3.91,8.9,113.72,132.6,376,233,88,39,307,34,197,122,174,96,4,45,20,-0.8,-8.5,3.8,-5.4,-12.9,-14.3,-12.8,-12.6
GHCND:USW00014764,PORTLAND JETPORT ME US,20101212,0.1,5,0.8,0.43,10,2.8,1.17,15,7.6,4.27,9.9,114.07,133.6,375,233,87,39,320,38,206,130,178,99,4,47,21,-1.1,-8.5,3.6,-5.7,-12.9,-14.3,-12.8,-12.5
GHCND:USW00014764,PORTLAND JETPORT ME US,20101213,0.1,5,0.8,0.43,10,3,1.14,15,7.6,4.6,10.9,114.4,134.6,375,233,86,38,332,41,216,138,181,101,4,48,22,-1.2,-8.4,3.4,-5.9,-12.9,-14.3,-12.7,-12.5
GHCND:USW00014764,PORTLAND JETPORT ME US,20101214,0.1,5,0.8,0.43,10,3,1.14,18,7.9,4.93,11.9,114.73,135.6,375,233,85,38,345,45,226,147,185,104,4,50,23,-1.4,-8.4,3.2,-6.1,-12.9,-14.3,-12.7,-12.4
GHCND:USW00014764,PORTLAND JETPORT ME US,20101215,0.1,5,0.8,0.43,10,3,1.14,18,7.9,5.26,13,115.06,136.9,375,232,84,37,358,50,236,156,189,106,4,51,23,-1.7,-8.4,3.1,-6.3,-12.9,-14.3,-12.7,-12.4
GHCND:USW00014764,PORTLAND JETPORT ME US,20101216,0.1,5,0.8,0.43,10,3,1.12,18,8.1,5.59,14,115.39,137.9,374,232,83,37,371,54,247,166,193,108,5,53,24,-1.8,-8.4,2.8,-6.6,-12.8,-14.3,-12.7,-12.4
GHCND:USW00014764,PORTLAND JETPORT ME US,20101217,0.1,5,0.8,0.43,10,3,1.12,18,8.1,5.92,15.2,115.72,138.9,374,232,83,37,384,59,257,175,196,110,5,54,25,-2.1,-8.3,2.7,-6.8,-12.8,-14.2,-12.7,-12.4
GHCND:USW00014764,PORTLAND JETPORT ME US,20101218,0.1,5,0.8,0.43,10,3,1.12,18,8.1,6.25,16.3,116.05,140.2,373,231,82,36,397,64,267,185,199,112,5,55,26,-2.2,-8.3,2.5,-6.9,-12.8,-14.2,-12.7,-12.3
GHCND:USW00014764,PORTLAND JETPORT ME US,20101219,0.1,5,0.8,0.43,10,3,1.09,18,8.1,6.55,17.5,116.36,141.5,373,230,81,36,410,69,278,194,203,115,5,56,27,-2.4,-8.3,2.3,-7.2,-12.8,-14.2,-12.7,-12.3
GHCND:USW00014764,PORTLAND JETPORT ME US,20101220,0.1,5,0.8,0.43,10,3,1.09,20,8.1,6.86,18.8,116.66,142.5,373,230,80,36,423,74,289,204,206,117,6,57,27,-2.6,-8.3,2.1,-7.4,-12.7,-14.2,-12.6,-12.3
GHCND:USW00014764,PORTLAND JETPORT ME US,20101221,0.1,5,0.8,0.43,10,3,1.09,20,8.1,7.19,20.1,116.99,143.8,373,229,80,35,436,79,300,214,209,118,6,58,28,-2.8,-8.3,1.9,-7.6,-12.7,-14.2,-12.6,-12.2
GHCND:USW00014764,PORTLAND JETPORT ME US,20101222,0.1,5,0.8,0.43,13,3,1.09,20,8.1,7.49,21.3,117.3,145,373,228,79,35,449,84,311,224,213,120,6,59,29,-3,-8.2,1.8,-7.8,-12.7,-14.2,-12.6,-12.2
GHCND:USW00014764,PORTLAND JETPORT ME US,20101223,0.1,5,0.8,0.43,13,3,1.07,20,8.1,7.8,22.6,117.6,146.3,373,228,79,34,462,90,322,234,216,122,6,60,29,-3.2,-8.2,1.6,-7.9,-12.7,-14.2,-12.6,-12.2
GHCND:USW00014764,PORTLAND JETPORT ME US,20101224,0.1,5,0.8,0.41,13,3,1.07,20,8.1,8.1,23.9,117.91,147.6,373,227,79,34,475,95,333,243,219,123,7,61,30,-3.3,-8.2,1.4,-8.1,-12.7,-14.2,-12.6,-12.2
GHCND:USW00014764,PORTLAND JETPORT ME US,20101225,0.1,5,0.8,0.41,13,3,1.07,20,8.1,8.43,25.1,118.24,148.8,373,226,78,33,487,101,344,253,221,125,7,61,30,-3.5,-8.2,1.3,-8.3,-12.6,-14.2,-12.6,-12.1
GHCND:USW00014764,PORTLAND JETPORT ME US,20101226,0.1,5,0.8,0.41,13,3,1.07,20,8.1,8.74,26.4,118.54,150.4,373,225,78,33,500,107,355,263,225,126,7,62,31,-3.7,-8.2,1.1,-8.5,-12.6,-14.2,-12.6,-12.1
GHCND:USW00014764,PORTLAND JETPORT ME US,20101227,0.1,5,0.8,0.41,13,3,1.04,23,8.1,9.04,27.7,118.85,151.6,373,224,77,32,512,113,366,274,227,128,7,63,32,-3.8,-8.2,1,-8.7,-12.6,-14.2,-12.5,-12.1
GHCND:USW00014764,PORTLAND JETPORT ME US,20101228,0.1,5,0.8,0.41,13,3,1.04,23,8.1,9.35,29.2,119.15,153.2,373,224,77,32,524,119,377,284,230,129,7,64,33,-4,-8.1,0.8,-8.8,-12.6,-14.2,-12.5,-12
GHCND:USW00014764,PORTLAND JETPORT ME US,20101229,0.1,5,0.8,0.41,13,3,1.04,23,8.1,9.63,30.7,119.43,154.4,373,223,77,31,536,125,388,294,232,131,8,64,33,-4.1,-8.1,0.7,-8.9,-12.5,-14.2,-12.4,-11.9
GHCND:USW00014764,PORTLAND JETPORT ME US,20101230,0.1,5,0.8,0.38,13,3,1.04,23,8.1,9.93,32,119.74,156,373,223,77,31,548,132,398,304,235,132,8,65,34,-4.3,-8.1,0.6,-9.1,-12.4,-14.2,-12.4,-11.9
GHCND:USW00014764,PORTLAND JETPORT ME US,20101231,0.1,5,0.8,0.38,13,3,1.04,23,8.1,10.21,33.5,120.02,157.5,373,222,77,30,559,138,408,314,237,133,8,65,35,-4.4,-8.1,0.4,-9.3,-12.4,-14.2,-12.4,-11.8
