STATION,STATION_NAME,DATE,DLY-PRCP-25PCTL,DLY-SNWD-25PCTL,DLY-SNOW-25PCTL,DLY-PRCP-50PCTL,DLY-SNWD-50PCTL,DLY-SNOW-50PCTL,DLY-PRCP-75PCTL,DLY-SNWD-75PCTL,DLY-SNOW-75PCTL,MTD-PRCP-NORMAL,MTD-SNOW-NORMAL,YTD-PRCP-NORMAL,YTD-SNOW-NORMAL,DLY-PRCP-PCTALL-GE001HI,DLY-PRCP-PCTALL-GE010HI,DLY-PRCP-PCTALL-GE050HI,DLY-PRCP-PCTALL-GE100HI,DLY-SNWD-PCTALL-GE001WI,DLY-SNWD-PCTALL-GE010WI,DLY-SNWD-PCTALL-GE003WI,DLY-SNWD-PCTALL-GE005WI,DLY-SNOW-PCTALL-GE001TI,DLY-SNOW-PCTALL-GE010TI,DLY-SNOW-PCTALL-GE100TI,DLY-SNOW-PCTALL-GE030TI,DLY-SNOW-PCTALL-GE050TI,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
string,string,string,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
GHCND:USW00014764,PORTLAND JETPORT ME US,20100101,0.1,5,0.8,0.38,13,3,1.04,23,8.1,0.28,1.5,0.28,1.5,372,221,77,30,570,145,419,324,238,134,8,66,35,-4.6,-8.1,0.3,-9.4,-12.4,-14.1,-12.3,-11.8
GHCND:USW00014764,PORTLAND JETPORT ME US,20100102,0.1,5,0.8,0.38,13,3.3,1.04,23,8.1,0.56,3,0.56,3,372,221,77,29,581,151,429,333,240,136,8,66,36,-4.7,-8.1,0.2,-9.6,-12.3,-14.1,-12.3,-11.8
GHCND:USW00014764,PORTLAND JETPORT ME US,20100103,0.1,5,0.8,0.38,13,3.3,1.04,25,8.1,0.86,4.6,0.86,4.6,371,220,77,29,592,158,439,343,241,137,8,67,37,-4.8,-8.1,0.1,-9.7,-12.3,-14.1,-12.3,-11.7
GHCND:USW00014764,PORTLAND JETPORT ME US,20100104,0.1,8,0.8,0.38,15,3.3,1.04,25,8.1,1.14,6.1,1.14,6.1,371,220,77,29,602,164,449,352,242,138,8,67,37,-4.9,-8.1,-0.1,-9.8,-12.3,-14.1,-12.3,-11.7
GHCND:USW00014764,PORTLAND JETPORT ME US,20100105,0.1,8,0.8,0.38,15,3.3,1.04,25,8.1,1.42,7.9,1.42,7.9,370,220,77,28,612,170,459,362,244,139,8,68,38,-5,-8,-0.1,-9.9,-12.2,-14.1,-12.2,-11.7
GHCND:USW00014764,PORTLAND JETPORT ME US,20100106,0.1,8,0.8,0.38,15,3.3,1.04,25,8.1,1.73,9.4,1.73,9.4,370,219,77,28,622,177,469,371,246,141,8,68,38,-5.1,-8,-0.2,-10,-12.2,-14.1,-12.2,-11.6
GHCND:USW00014764,PORTLAND JETPORT ME US,20100107,0.1,8,1,0.38,15,3.3,1.04,25,8.1,2.01,10.9,2.01,10.9,369,219,77,28,631,183,479,380,247,142,8,68,39,-5.2,-8,-0.3,-10.1,-12.2,-14.1,-12.2,-11.6
GHCND:USW00014764,PORTLAND JETPORT ME US,20100108,0.1,8,1,0.38,15,3.3,1.04,25,8.1,2.26,12.4,2.26,12.4,369,219,77,27,640,189,488,388,249,143,8,69,40,-5.3,-8,-0.4,-10.2,-12.1,-14.1,-12.2,-11.5
GHCND:USW00014764,PORTLAND JETPORT ME US,20100109,0.1,8,1,0.36,15,3.3,1.04,25,8.1,2.54,14.2,2.54,14.2,369,218,78,27,649,195,497,396,250,145,8,69,40,-5.3,-8,-0.4,-10.2,-12.1,-14,-12.2,-11.4
GHCND:USW00014764,PORTLAND JETPORT ME US,20100110,0.1,8,1,0.36,15,3.3,1.04,25,7.9,2.82,15.7,2.82,15.7,368,218,78,27,657,200,506,404,251,146,8,69,40,-5.4,-8,-0.5,-10.3,-12.1,-14,-12.1,-11.4
GHCND:USW00014764,PORTLAND JETPORT ME US,20100111,0.1,8,1,0.36,15,3.3,1.07,25,7.9,3.1,17.5,3.1,17.5,367,217,78,27,666,206,515,411,252,147,8,69,41,-5.5,-7.9,-0.6,-10.4,-12.1,-14,-12.1,-11.4
GHCND:USW00014764,PORTLAND JETPORT ME US,20100112,0.1,8,1,0.36,15,3.3,1.07,28,7.9,3.38,19.1,3.38,19.1,367,217,78,26,673,211,524,418,253,147,8,69,41,-5.6,-7.9,-0.6,-10.4,-12,-14,-12.1,-11.3
GHCND:USW00014764,PORTLAND JETPORT ME US,20100113,0.1,8,1,0.36,15,3.3,1.07,28,7.9,3.66,20.8,3.66,20.8,366,217,78,26,681,216,532,424,253,148,8,69,41,-5.6,-7.9,-0.7,-10.5,-12,-13.9,-12.1,-11.3
GHCND:USW00014764,PORTLAND JETPORT ME US,20100114,0.1,8,1,0.36,15,3.3,1.07,28,7.9,3.94,22.4,3.94,22.4,365,216,78,26,688,221,539,430,254,149,8,69,41,-5.6,-7.9,-0.7,-10.6,-12,-13.9,-12.1,-11.3
GHCND:USW00014764,PORTLAND JETPORT ME US,20100115,0.1,8,1,0.36,15,3.3,1.07,28,7.9,4.22,24.1,4.22,24.1,364,216,78,26,695,225,547,435,254,149,8,69,41,-5.7,-7.9,-0.7,-10.6,-12,-13.9,-12.1,-11.3
GHCND:USW00014764,PORTLAND JETPORT ME US,20100116,0.1,8,1,0.36,15,3.3,1.07,28,7.9,4.5,25.7,4.5,25.7,363,215,78,25,701,230,553,440,254,150,7,69,41,-5.7,-7.9,-0.7,-10.6,-12,-13.9,-12.1,-11.3
GHCND:USW00014764,PORTLAND JETPORT ME US,20100117,0.1,8,1,0.36,15,3.3,1.07,28,7.9,4.75,27.4,4.75,27.4,361,214,78,25,707,234,559,444,254,150,7,68,42,-5.7,-7.9,-0.7,-10.6,-12,-13.9,-12.1,-11.3
GHCND:USW00014764,PORTLAND JETPORT ME US,20100118,0.1,8,1,0.36,15,3.3,1.07,28,7.9,5.03,29,5.03,29,360,214,78,25,713,238,565,448,253,150,7,68,42,-5.7,-7.9,-0.8,-10.7,-12,-13.9,-12.2,-11.2
GHCND:USW00014764,PORTLAND JETPORT ME US,20100119,0.1,8,1,0.36,15,3.3,1.07,28,7.9,5.31,30.5,5.31,30.5,358,213,77,25,718,241,570,452,253,150,7,68,42,-5.7,-7.9,-0.7,-10.7,-12,-13.9,-12.2,-11.2
GHCND:USW00014764,PORTLAND JETPORT ME US,20100120,0.1,8,1,0.36,15,3.3,1.07,28,7.9,5.59,32,5.59,32,356,212,77,25,722,245,574,456,252,150,7,68,42,-5.7,-7.8,-0.7,-10.7,-12,-13.9,-12.2,-11.2
GHCND:USW00014764,PORTLAND JETPORT ME US,20100121,0.1,8,1,0.38,15,3.3,1.07,28,7.9,5.87,33.8,5.87,33.8,354,212,76,25,726,248,578,459,251,150,7,68,42,-5.7,-7.8,-0.7,-10.7,-12,-13.9,-12.2,-11.2
GHCND:USW00014764,PORTLAND JETPORT ME US,20100122,0.1,8,1,0.38,15,3.6,1.09,28,7.9,6.15,35.3,6.15,35.3,352,211,76,26,729,250,582,462,250,150,7,67,42,-5.7,-7.8,-0.7,-10.7,-12.1,-13.9,-12.2,-11.3
GHCND:USW00014764,PORTLAND JETPORT ME US,20100123,0.1,8,1,0.38,15,3.6,1.09,28,7.9,6.43,36.8,6.43,36.8,351,211,76,26,732,253,585,465,249,150,7,67,42,-5.7,-7.8,-0.7,-10.6,-12.1,-13.8,-12.2,-11.3
GHCND:USW00014764,PORTLAND JETPORT ME US,20100124,0.1,8,1,0.38,15,3.6,1.09,28,7.9,6.73,38.6,6.73,38.6,349,211,75,26,734,255,588,467,247,149,7,66,41,-5.6,-7.8,-0.6,-10.6,-12.1,-13.8,-12.3,-11.3
GHCND:USW00014764,PORTLAND JETPORT ME US,20100125,0.1,8,1,0.38,18,3.6,1.09,28,7.9,6.99,40.1,6.99,40.1,348,210,75,26,736,257,590,468,246,149,7,66,41,-5.6,-7.8,-0.6,-10.6,-12.1,-13.8,-12.3,-11.3
GHCND:USW00014764,PORTLAND JETPORT ME US,20100126,0.1,8,1,0.38,18,3.6,1.09,28,7.9,7.26,41.7,7.26,41.7,346,210,75,26,738,259,592,469,245,149,6,66,41,-5.5,-7.8,-0.5,-10.6,-12.2,-13.8,-12.3,-11.3
GHCND:USW00014764,PORTLAND JETPORT ME US,20100127,0.1,8,1,0.38,18,3.6,1.09,30,7.9,7.52,42.9,7.52,42.9,345,209,74,26,739,260,594,470,244,148,6,65,40,-5.5,-7.7,-0.4,-10.5,-12.2,-13.8,-12.4,-11.4
GHCND:USW00014764,PORTLAND JETPORT ME US,20100128,0.1,8,1.3,0.38,18,3.6,1.09,30,7.9,7.8,44.5,7.8,44.5,345,209,74,27,739,262,596,471,243,148,6,65,40,-5.4,-7.7,-0.4,-10.4,-12.2,-13.8,-12.4,-11.4
GHCND:USW00014764,PORTLAND JETPORT ME US,20100129,0.1,8,1.3,0.38,18,3.6,1.09,30,7.9,8.05,46,8.05,46,344,210,73,27,740,263,597,472,242,147,6,64,40,-5.3,-7.7,-0.3,-10.4,-12.2,-13.8,-12.4,-11.4
GHCND:USW00014764,PORTLAND JETPORT ME US,20100130,0.1,8,1.3,0.41,18,3.6,1.09,30,7.9,8.33,47.2,8.33,47.2,344,210,73,27,740,264,598,473,241,146,6,64,39,-5.3,-7.7,-0.2,-10.3,-12.3,-13.8,-12.4,-11.4
GHCND:USW00014764,PORTLAND JETPORT ME US,20100131,0.1,8,1.3,0.41,18,3.6,1.09,30,7.9,8.59,48.8,8.59,48.8,344,210,73,27,740,264,599,473,240,145,6,64,39,-5.2,-7.7,-0.2,-10.3,-12.3,-13.8,-12.5,-11.5
GHCND:USW00014764,PORTLAND JETPORT ME US,20100201,0.1,8,1.3,0.41,18,3.6,1.09,30,7.9,0.28,1.3,8.86,50,343,210,73,27,739,265,600,473,239,144,6,63,38,-5.1,-7.7,-0.1,-10.2,-12.3,-13.8,-12.6,-11.5
GHCND:USW00014764,PORTLAND JETPORT ME US,20100202,0.1,8,1.3,0.41,18,3.6,1.09,30,7.9,0.56,2.5,9.14,51.3,343,209,73,27,737,265,600,473,237,143,6,62,38,-5.1,-7.6,0,-10.1,-12.4,-13.8,-12.6,-11.6
GHCND:USW00014764,PORTLAND JETPORT ME US,20100203,0.1,8,1.3,0.41,18,3.6,1.09,30,7.9,0.81,3.6,9.4,52.3,343,209,73,27,736,265,600,472,236,141,6,62,38,-4.9,-7.6,0.1,-10.1,-12.4,-13.8,-12.6,-11.6
GHCND:USW00014764,PORTLAND JETPORT ME US,20100204,0.1,8,1.3,0.41,18,3.6,1.09,30,8.1,1.09,4.8,9.68,53.6,342,208,73,27,734,265,600,472,234,140,6,62,37,-4.9,-7.6,0.2,-9.9,-12.4,-13.9,-12.7,-11.7
GHCND:USW00014764,PORTLAND JETPORT ME US,20100205,0.1,8,1.3,0.41,18,3.6,1.09,30,8.1,1.37,6.1,9.96,54.9,341,207,72,27,732,265,599,471,232,138,6,61,37,-4.8,-7.6,0.3,-9.9,-12.5,-13.9,-12.7,-11.7
GHCND:USW00014764,PORTLAND JETPORT ME US,20100206,0.1,8,1.3,0.41,18,3.6,1.09,30,8.1,1.65,7.1,10.24,55.9,341,207,72,27,731,265,598,470,230,137,6,61,37,-4.7,-7.6,0.4,-9.8,-12.6,-13.9,-12.7,-11.7
GHCND:USW00014764,PORTLAND JETPORT ME US,20100207,0.1,8,1,0.41,18,3.6,1.09,30,8.1,1.93,8.1,10.52,56.9,340,206,72,28,728,264,596,468,228,135,6,60,36,-4.6,-7.6,0.5,-9.7,-12.6,-13.9,-12.7,-11.7
GHCND:USW00014764,PORTLAND JETPORT ME US,20100208,0.1,8,1,0.41,18,3.6,1.09,30,8.1,2.21,9.4,10.79,58.2,340,206,71,28,726,263,594,467,226,133,6,60,36,-4.4,-7.6,0.6,-9.6,-12.6,-13.9,-12.8,-11.8
GHCND:USW00014764,PORTLAND JETPORT ME US,20100209,0.1,8,1,0.41,18,3.6,1.09,30,8.1,2.46,10.4,11.05,59.2,340,206,72,28,723,263,592,465,224,132,6,60,36,-4.3,-7.6,0.8,-9.4,-12.6,-13.9,-12.8,-11.8
GHCND:USW00014764,PORTLAND JETPORT ME US,20100210,0.1,8,1,0.41,18,3.6,1.09,30,8.4,2.74,11.7,11.33,60.5,341,206,72,28,719,262,589,463,222,130,5,60,35,-4.2,-7.6,0.9,-9.3,-12.7,-13.9,-12.8,-11.8
GHCND:USW00014764,PORTLAND JETPORT ME US,20100211,0.1,8,1,0.41,18,3.6,1.12,30,8.4,3.05,12.7,11.63,61.5,341,207,72,29,715,261,586,461,220,129,5,59,35,-4.1,-7.6,1,-9.2,-12.7,-13.9,-12.8,-11.8
GHCND:USW00014764,PORTLAND JETPORT ME US,20100212,0.13,8,1,0.41,18,3.6,1.12,30,8.4,3.35,13.7,11.94,62.5,342,208,73,29,711,260,583,459,218,127,5,60,35,-4,-7.6,1.1,-9.1,-12.7,-13.9,-12.8,-11.9
GHCND:USW00014764,PORTLAND JETPORT ME US,20100213,0.13,8,1,0.41,18,3.6,1.12,30,8.4,3.63,15,12.22,63.8,343,209,73,29,706,258,579,457,216,126,5,59,35,-3.9,-7.6,1.2,-8.9,-12.7,-13.9,-12.8,-11.9
GHCND:USW00014764,PORTLAND JETPORT ME US,20100214,0.13,8,1,0.41,18,3.6,1.12,30,8.6,3.94,16,12.52,64.8,344,210,74,30,701,257,575,454,215,125,5,59,34,-3.7,-7.6,1.3,-8.8,-12.7,-13.9,-12.9,-11.9
GHCND:USW00014764,PORTLAND JETPORT ME US,20100215,0.13,8,1.3,0.41,18,3.6,1.12,30,8.6,4.24,17,12.83,65.8,346,211,74,30,695,256,572,452,213,124,5,59,34,-3.6,-7.6,1.4,-8.7,-12.7,-13.9,-12.9,-11.9
GHCND:USW00014764,PORTLAND JETPORT ME US,20100216,0.13,8,1.3,0.41,18,3.6,1.12,30,8.6,4.55,18,13.13,66.8,347,213,74,30,690,255,568,449,211,122,5,59,34,-3.5,-7.6,1.6,-8.6,-12.8,-13.9,-12.9,-11.9
GHCND:USW00014764,PORTLAND JETPORT ME US,20100217,0.13,8,1.3,0.41,18,3.6,1.12,30,8.6,4.85,19.1,13.44,67.8,348,214,75,30,684,254,564,446,209,121,5,59,34,-3.3,-7.6,1.7,-8.4,-12.8,-13.9,-12.9,-11.9
GHCND:USW00014764,PORTLAND JETPORT ME US,20100218,0.13,8,1.3,0.41,18,3.6,1.12,30,8.6,5.13,20.1,13.72,68.8,350,215,75,30,678,252,560,443,208,120,5,60,33,-3.2,-7.7,1.8,-8.3,-12.8,-13.9,-12.9,-11.9
GHCND:USW00014764,PORTLAND JETPORT ME US,20100219,0.13,8,1.3,0.41,18,3.6,1.12,30,8.9,5.44,21.1,14.02,69.9,352,216,76,30,672,251,555,439,207,119,4,59,33,-3.1,-7.7,1.9,-8.2,-12.8,-13.9,-12.9,-12
GHCND:USW00014764,PORTLAND JETPORT ME US,20100220,0.13,8,1.3,0.41,18,3.6,1.12,30,8.9,5.72,22.1,14.3,70.9,353,217,76,29,666,249,551,435,205,118,4,59,33,-2.9,-7.7,2.1,-8,-12.8,-13.9,-12.9,-12
GHCND:USW00014764,PORTLAND JETPORT ME US,20100221,0.13,8,1.3,0.41,18,3.6,1.12,30,8.9,6.02,23.1,14.6,71.9,354,218,77,29,660,248,546,430,203,117,4,59,33,-2.8,-7.7,2.2,-7.8,-12.8,-13.9,-12.9,-12
GHCND:USW00014764,PORTLAND JETPORT ME US,20100222,0.13,8,1.3,0.41,18,3.8,1.12,33,8.9,6.3,24.1,14.88,72.9,356,219,77,29,654,246,541,426,202,116,4,60,33,-2.7,-7.7,2.3,-7.7,-12.8,-13.9,-12.9,-12
GHCND:USW00014764,PORTLAND JETPORT ME US,20100223,0.13,8,1.3,0.41,18,3.8,1.14,33,8.9,6.63,25.1,15.21,73.9,358,221,78,29,648,245,535,422,201,115,4,59,33,-2.6,-7.8,2.5,-7.6,-12.8,-13.9,-12.9,-12.1
GHCND:USW00014764,PORTLAND JETPORT ME US,20100224,0.13,8,1.3,0.41,18,3.8,1.14,33,8.9,6.93,26.4,15.52,75.2,359,222,79,29,642,243,530,418,199,114,4,59,32,-2.4,-7.8,2.6,-7.4,-12.8,-13.9,-12.9,-12.1
GHCND:USW00014764,PORTLAND JETPORT ME US,20100225,0.13,8,1.3,0.41,18,3.8,1.14,33,8.9,7.26,27.4,15.85,76.2,361,223,79,29,636,242,525,413,198,114,4,59,32,-2.2,-7.8,2.7,-7.2,-12.9,-13.9,-12.9,-12.1
GHCND:USW00014764,PORTLAND JETPORT ME US,20100226,0.13,8,1.3,0.41,18,3.8,1.14,33,8.9,7.59,28.4,16.18,77.2,361,223,80,29,630,240,519,409,196,113,4,59,32,-2.1,-7.8,2.8,-7.1,-12.9,-13.9,-12.9,-12.1
GHCND:USW00014764,PORTLAND JETPORT ME US,20100227,0.13,8,1,0.38,18,3.8,1.14,33,9.1,7.92,29.7,16.51,78.5,362,223,80,29,623,239,513,404,194,112,4,59,32,-1.9,-7.9,3,-6.9,-12.9,-13.9,-12.9,-12.2
GHCND:USW00014764,PORTLAND JETPORT ME US,20100228,0.13,8,1.3,0.38,18,3.8,1.14,33,9.1,8.25,30.7,16.84,79.5,363,224,81,29,616,237,506,399,192,111,4,58,31,-1.8,-7.9,3.1,-6.7,-12.9,-13.9,-12.9,-12.2
GHCND:USW00014764,PORTLAND JETPORT ME US,20100301,0.13,8,1.3,0.38,18,3.8,1.17,33,9.1,0.33,1.3,17.17,80.8,365,225,82,29,600,232,491,387,189,109,4,58,31,-1.7,-7.9,3.3,-6.6,-12.9,-13.9,-13,-12.2
GHCND:USW00014764,PORTLAND JETPORT ME US,20100302,0.13,8,1.3,0.38,18,3.8,1.17,33,9.1,0.64,2.5,17.48,82,366,226,83,29,591,230,483,380,187,108,4,58,31,-1.5,-8,3.4,-6.4,-13,-13.9,-13,-12.3
GHCND:USW00014764,PORTLAND JETPORT ME US,20100303,0.13,8,1.3,0.38,18,3.8,1.17,33,9.1,0.97,3.8,17.81,83.3,367,228,83,29,582,227,474,374,185,108,4,57,31,-1.3,-8,3.5,-6.2,-13,-13.9,-13,-12.3
GHCND:USW00014764,PORTLAND JETPORT ME US,20100304,0.13,8,1.3,0.41,18,3.8,1.17,33,9.1,1.27,5.1,18.11,84.6,368,229,84,29,572,224,466,367,184,107,4,57,30,-1.2,-8.1,3.7,-6.1,-13.1,-13.9,-13.1,-12.3
GHCND:USW00014764,PORTLAND JETPORT ME US,20100305,0.13,8,1.3,0.41,18,3.8,1.17,33,9.1,1.6,6.4,18.44,85.9,370,231,85,29,562,221,457,360,182,106,4,57,30,-1.1,-8.1,3.8,-5.9,-13.1,-13.9,-13.1,-12.4
GHCND:USW00014764,PORTLAND JETPORT ME US,20100306,0.13,8,1.3,0.41,18,3.8,1.19,36,9.1,1.9,7.6,18.75,87.1,371,232,86,29,551,217,448,353,180,105,4,56,30,-0.9,-8.1,3.9,-5.7,-13.2,-13.9,-13.1,-12.4
GHCND:USW00014764,PORTLAND JETPORT ME US,20100307,0.13,8,1.3,0.41,18,3.8,1.19,36,8.9,2.24,8.9,19.08,88.4,373,234,87,29,540,214,438,346,178,104,4,55,29,-0.7,-8.2,4.1,-5.6,-13.2,-13.9,-13.1,-12.5
GHCND:USW00014764,PORTLAND JETPORT ME US,20100308,0.13,8,1.3,0.41,18,3.8,1.19,36,8.9,2.59,10.2,19.43,89.7,375,235,88,29,528,209,429,338,177,104,4,55,29,-0.6,-8.2,4.2,-5.4,-13.2,-13.9,-13.1,-12.6
GHCND:USW00014764,PORTLAND JETPORT ME US,20100309,0.13,8,1.3,0.41,18,3.8,1.22,36,8.9,2.95,11.4,19.79,90.9,376,236,89,30,517,205,419,329,175,103,4,54,28,-0.4,-8.2,4.4,-5.2,-13.3,-13.9,-13.1,-12.6
GHCND:USW00014764,PORTLAND JETPORT ME US,20100310,0.13,8,1.3,0.41,18,3.8,1.22,36,8.9,3.28,12.4,20.12,91.9,377,237,90,30,505,201,408,321,172,101,4,53,28,-0.3,-8.2,4.5,-5,-13.3,-13.9,-13.1,-12.7
GHCND:USW00014764,PORTLAND JETPORT ME US,20100311,0.13,8,1.3,0.41,18,3.6,1.22,36,8.6,3.61,13.7,20.45,93.2,377,237,91,29,493,196,398,312,170,100,4,52,27,-0.1,-8.3,4.7,-4.8,-13.3,-13.9,-13.1,-12.7
GHCND:USW00014764,PORTLAND JETPORT ME US,20100312,0.13,8,1.3,0.41,18,3.6,1.24,36,8.6,3.91,15,20.75,94.5,378,237,91,29,480,191,387,304,167,99,4,51,27,0.1,-8.3,4.8,-4.7,-13.4,-13.8,-13.1,-12.8
GHCND:USW00014764,PORTLAND JETPORT ME US,20100313,0.13,8,1.3,0.41,18,3.6,1.24,36,8.6,4.24,16,21.08,95.5,378,237,92,29,468,186,376,295,165,97,5,50,26,0.2,-8.3,5,-4.5,-13.4,-13.8,-13.2,-12.9
GHCND:USW00014764,PORTLAND JETPORT ME US,20100314,0.13,8,1.3,0.41,18,3.6,1.24,36,8.4,4.57,17.3,21.41,96.8,379,237,93,29,455,181,365,286,162,95,5,48,26,0.4,-8.3,5.2,-4.3,-13.4,-13.8,-13.2,-12.9
GHCND:USW00014764,PORTLAND JETPORT ME US,20100315,0.13,8,1.3,0.41,18,3.6,1.24,36,8.4,4.9,18.3,21.74,97.8,379,237,93,29,442,175,354,277,159,94,5,47,25,0.6,-8.3,5.3,-4.1,-13.5,-13.8,-13.2,-13
GHCND:USW00014764,PORTLAND JETPORT ME US,20100316,0.13,8,1.3,0.41,18,3.6,1.27,36,8.4,5.26,19.6,22.1,99.1,379,236,94,29,429,169,343,267,156,92,5,46,25,0.8,-8.3,5.5,-3.9,-13.6,-13.8,-13.2,-13.1
GHCND:USW00014764,PORTLAND JETPORT ME US,20100317,0.13,8,1.3,0.41,15,3.6,1.27,36,8.1,5.59,20.6,22.43,100.1,379,236,95,29,416,163,331,257,153,90,5,44,24,0.9,-8.3,5.7,-3.8,-13.6,-13.8,-13.1,-13.2
GHCND:USW00014764,PORTLAND JETPORT ME US,20100318,0.13,8,1.3,0.41,15,3.6,1.3,36,8.1,5.94,21.6,22.78,101.1,378,236,96,29,402,157,319,248,150,88,5,43,23,1.1,-8.3,5.8,-3.6,-13.6,-13.8,-13.1,-13.2
GHCND:USW00014764,PORTLAND JETPORT ME US,20100319,0.13,8,1.3,0.41,15,3.6,1.3,36,8.1,6.32,22.9,23.16,102.4,378,235,97,29,389,150,307,238,147,86,5,41,23,1.3,-8.3,6,-3.4,-13.7,-13.8,-13.1,-13.3
GHCND:USW00014764,PORTLAND JETPORT ME US,20100320,0.13,8,1.3,0.41,15,3.6,1.3,33,8.1,6.68,23.6,23.52,103.1,379,236,98,29,374,144,295,228,144,84,5,40,22,1.5,-8.3,6.2,-3.2,-13.7,-13.7,-13.1,-13.4
GHCND:USW00014764,PORTLAND JETPORT ME US,20100321,0.13,8,1.3,0.41,15,3.3,1.32,33,8.1,7.06,24.6,23.9,104.1,378,235,98,30,360,137,283,219,141,82,5,39,21,1.7,-8.3,6.4,-3.1,-13.7,-13.7,-13.1,-13.4
GHCND:USW00014764,PORTLAND JETPORT ME US,20100322,0.13,8,1.3,0.43,15,3.3,1.32,33,7.9,7.44,25.7,24.28,105.2,378,235,99,30,345,130,271,209,137,80,4,37,21,1.8,-8.3,6.6,-2.9,-13.8,-13.7,-13.1,-13.5
GHCND:USW00014764,PORTLAND JETPORT ME US,20100323,0.13,8,1.3,0.43,15,3.3,1.32,33,7.9,7.85,26.4,24.69,105.9,377,234,99,30,330,123,259,199,132,78,4,36,20,2,-8.3,6.8,-2.7,-13.8,-13.7,-13.1,-13.6
GHCND:USW00014764,PORTLAND JETPORT ME US,20100324,0.13,8,1.3,0.43,15,3.3,1.32,33,7.9,8.23,27.4,25.07,106.9,376,234,99,30,314,116,246,188,128,75,4,35,19,2.2,-8.3,6.9,-2.5,-13.8,-13.7,-13.1,-13.6
GHCND:USW00014764,PORTLAND JETPORT ME US,20100325,0.13,8,1.3,0.43,15,3.3,1.35,33,7.9,8.59,28.2,25.43,107.7,376,233,99,30,299,109,233,178,124,73,4,33,19,2.4,-8.3,7.2,-2.3,-13.9,-13.7,-13.1,-13.7
GHCND:USW00014764,PORTLAND JETPORT ME US,20100326,0.13,8,1.3,0.43,15,3.3,1.35,33,7.9,8.97,29,25.81,108.5,376,234,100,31,283,101,220,167,119,70,4,32,18,2.6,-8.3,7.3,-2.2,-13.9,-13.7,-13.1,-13.7
GHCND:USW00014764,PORTLAND JETPORT ME US,20100327,0.13,8,1.3,0.43,15,3.3,1.35,33,7.9,9.32,29.7,26.16,109.2,376,234,101,31,267,94,208,157,115,68,4,31,18,2.8,-8.2,7.6,-2,-13.9,-13.7,-13.1,-13.8
GHCND:USW00014764,PORTLAND JETPORT ME US,20100328,0.13,8,1.3,0.43,15,3.3,1.35,33,7.6,9.7,30.5,26.54,110,376,235,101,31,252,87,195,147,110,65,4,30,17,3,-8.2,7.8,-1.8,-13.9,-13.7,-13.1,-13.8
GHCND:USW00014764,PORTLAND JETPORT ME US,20100329,0.13,8,1.3,0.43,15,3.3,1.35,33,7.6,10.06,31,26.9,110.5,376,235,102,32,237,81,184,137,106,63,4,28,16,3.2,-8.2,8,-1.6,-14,-13.7,-13.1,-13.9
GHCND:USW00014764,PORTLAND JETPORT ME US,20100330,0.13,8,1.3,0.46,15,3.3,1.37,33,7.6,10.41,31.8,27.25,111.3,376,235,102,32,223,74,172,127,102,60,4,27,16,3.4,-8.1,8.2,-1.4,-14,-13.7,-13.1,-13.9
GHCND:USW00014764,PORTLAND JETPORT ME US,20100331,0.13,8,-169.2,0.46,15,-169.2,1.37,30,-169.2,10.77,32.3,27.61,111.8,376,235,102,32,210,68,161,118,98,57,4,26,15,3.6,-8.1,8.4,-1.3,-14.1,-13.6,-13.1,-14
GHCND:USW00014764,PORTLAND JETPORT ME US,20100401,0.13,8,-169.2,0.46,13,-169.2,1.37,30,-169.2,0.36,0.5,27.97,112.3,375,235,102,32,197,62,150,109,93,55,4,24,14,3.8,-8.1,8.6,-1.1,-14.1,-13.6,-13.1,-14.1
GHCND:USW00014764,PORTLAND JETPORT ME US,20100402,0.13,8,-169.2,0.46,13,-169.2,1.37,30,-169.2,0.74,1,28.35,112.8,375,234,102,32,184,57,140,101,89,52,4,23,14,4,-8,8.8,-0.9,-14.1,-13.6,-13.1,-14.1
GHCND:USW00014764,PORTLAND JETPORT ME US,20100403,0.13,8,-169.2,0.46,13,-169.2,1.37,30,-169.2,1.12,1.5,28.73,113.3,375,234,102,33,172,51,130,93,85,50,3,22,13,4.2,-8,9.1,-0.7,-14.1,-13.6,-13.1,-14.1
GHCND:USW00014764,PORTLAND JETPORT ME US,20100404,0.13,8,-169.2,0.46,13,-169.2,1.37,30,-169.2,1.5,2,29.11,113.8,374,233,102,33,160,46,121,85,81,47,3,21,13,4.4,-7.9,9.3,-0.6,-14.1,-13.6,-13.1,-14.2
GHCND:USW00014764,PORTLAND JETPORT ME US,20100405,0.13,8,-169.2,0.46,13,-169.2,1.37,30,-169.2,1.88,2.3,29.49,114,373,232,101,33,149,42,111,78,77,45,3,20,12,4.6,-7.9,9.6,-0.4,-14.1,-13.6,-13,-14.2
